Year,Period,Area,Ownership,Industry Code,Industry,Level,Establishments,Firms,Average Employment,Average Weekly Wage,Total Wages,Month 1 Employment,Month 2 Employment,Month 3 Employment,Hierarchical Ordering
2014,3,Crockett,Private,52,Finance and Insurance,2,7 ,7 ,43 ,721 ,"399,804 ",41 ,44 ,43 ,1775
2014,3,Haskell,Private,52,Finance and Insurance,2,7 ,7 ,44 ,718 ,"410,446 ",46 ,46 ,40 ,1775
2014,3,Hall,Private,52,Finance and Insurance,2,7 ,7 ,46 ,640 ,"385,273 ",48 ,47 ,44 ,1775
2014,3,Lipscomb,Private,52,Finance and Insurance,2,7 ,7 ,49 ,637 ,"405,502 ",49 ,50 ,48 ,1775
2014,3,Hardeman,Private,52,Finance and Insurance,2,7 ,7 ,51 ,581 ,"382,838 ",51 ,51 ,50 ,1775
2014,3,Goliad,Private,52,Finance and Insurance,2,8 ,7 ,31 ,912 ,"363,575 ",31 ,30 ,31 ,1775
2014,3,Somervell,Private,52,Finance and Insurance,2,8 ,8 ,22 ,790 ,"226,020 ",22 ,22 ,22 ,1775
2014,3,Reagan,Private,52,Finance and Insurance,2,8 ,8 ,24 ,545 ,"172,419 ",25 ,25 ,23 ,1775
2014,3,Marion,Private,52,Finance and Insurance,2,8 ,8 ,43 ,825 ,"464,580 ",43 ,43 ,44 ,1775
2014,3,Mason,Private,52,Finance and Insurance,2,8 ,8 ,45 ,"1,025 ","594,986 ",45 ,45 ,44 ,1775
2014,3,Brooks,Private,52,Finance and Insurance,2,8 ,8 ,53 ,584 ,"402,423 ",53 ,53 ,53 ,1775
2014,3,San Jacinto,Private,52,Finance and Insurance,2,9 ,8 ,60 ,684 ,"530,926 ",59 ,60 ,60 ,1775
2014,3,Crosby,Private,52,Finance and Insurance,2,10 ,8 ,45 ,617 ,"363,551 ",45 ,46 ,45 ,1775
2014,3,San Saba,Private,52,Finance and Insurance,2,9 ,9 ,39 ,675 ,"342,218 ",40 ,39 ,38 ,1775
2014,3,Jim Hogg,Private,52,Finance and Insurance,2,9 ,9 ,50 ,496 ,"324,675 ",50 ,50 ,51 ,1775
2014,3,Dimmit,Private,52,Finance and Insurance,2,9 ,9 ,54 ,587 ,"409,872 ",54 ,53 ,54 ,1775
2014,3,Kimble,Private,52,Finance and Insurance,2,9 ,9 ,60 ,"1,698 ","1,316,751 ",60 ,61 ,58 ,1775
2014,3,Jack,Private,52,Finance and Insurance,2,9 ,9 ,68 ,870 ,"772,994 ",68 ,68 ,69 ,1775
2014,3,Blanco,Private,52,Finance and Insurance,2,9 ,9 ,85 ,911 ,"1,007,024 ",85 ,85 ,85 ,1775
2014,3,Hamilton,Private,52,Finance and Insurance,2,10 ,9 ,45 ,922 ,"539,629 ",45 ,45 ,45 ,1775
2014,3,Wheeler,Private,52,Finance and Insurance,2,10 ,9 ,60 ,702 ,"547,313 ",60 ,60 ,60 ,1775
2014,3,Live Oak,Private,52,Finance and Insurance,2,10 ,9 ,102 ,832 ,"1,102,804 ",103 ,101 ,102 ,1775
2014,3,Archer,Private,52,Finance and Insurance,2,13 ,9 ,33 ,596 ,"258,265 ",32 ,33 ,35 ,1775
2014,3,Franklin,Private,52,Finance and Insurance,2,13 ,9 ,68 ,769 ,"683,434 ",68 ,70 ,67 ,1775
2014,3,Clay,Private,52,Finance and Insurance,2,10 ,10 ,28 ,"1,078 ","387,896 ",28 ,29 ,26 ,1775
2014,3,Yoakum,Private,52,Finance and Insurance,2,10 ,10 ,49 ,699 ,"448,008 ",51 ,51 ,46 ,1775
2014,3,Trinity,Private,52,Finance and Insurance,2,10 ,10 ,59 ,765 ,"590,402 ",58 ,60 ,60 ,1775
2014,3,Hemphill,Private,52,Finance and Insurance,2,10 ,10 ,69 ,"1,081 ","974,660 ",70 ,69 ,69 ,1775
2014,3,Hansford,Private,52,Finance and Insurance,2,10 ,10 ,118 ,731 ,"1,124,589 ",122 ,119 ,114 ,1775
2014,3,Floyd,Private,52,Finance and Insurance,2,11 ,10 ,56 ,656 ,"480,553 ",56 ,56 ,57 ,1775
2014,3,Callahan,Private,52,Finance and Insurance,2,11 ,10 ,76 ,637 ,"629,735 ",77 ,78 ,73 ,1775
2014,3,Swisher,Private,52,Finance and Insurance,2,11 ,11 ,42 ,898 ,"494,384 ",44 ,42 ,41 ,1775
2014,3,Baylor,Private,52,Finance and Insurance,2,11 ,11 ,46 ,595 ,"358,584 ",47 ,46 ,46 ,1775
2014,3,Bailey,Private,52,Finance and Insurance,2,11 ,11 ,60 ,894 ,"697,644 ",60 ,60 ,60 ,1775
2014,3,Reeves,Private,52,Finance and Insurance,2,11 ,11 ,92 ,715 ,"852,440 ",92 ,91 ,92 ,1775
2014,3,San Augustine,Private,52,Finance and Insurance,2,12 ,12 ,40 ,610 ,"317,390 ",40 ,40 ,40 ,1775
2014,3,Castro,Private,52,Finance and Insurance,2,12 ,12 ,57 ,794 ,"591,897 ",58 ,58 ,56 ,1775
2014,3,Ward,Private,52,Finance and Insurance,2,13 ,12 ,74 ,889 ,"858,711 ",74 ,75 ,74 ,1775
2014,3,Zapata,Private,52,Finance and Insurance,2,14 ,12 ,110 ,528 ,"752,850 ",111 ,110 ,108 ,1775
2014,3,Parmer,Private,52,Finance and Insurance,2,13 ,13 ,78 ,734 ,"740,656 ",79 ,78 ,76 ,1775
2014,3,McCulloch,Private,52,Finance and Insurance,2,13 ,13 ,86 ,769 ,"856,249 ",88 ,89 ,80 ,1775
2014,3,Coleman,Private,52,Finance and Insurance,2,13 ,13 ,101 ,"1,104 ","1,445,126 ",100 ,103 ,99 ,1775
2014,3,Ochiltree,Private,52,Finance and Insurance,2,13 ,13 ,101 ,904 ,"1,186,853 ",102 ,101 ,100 ,1775
2014,3,Robertson,Private,52,Finance and Insurance,2,16 ,13 ,87 ,802 ,"910,724 ",89 ,88 ,85 ,1775
2014,3,Willacy,Private,52,Finance and Insurance,2,14 ,14 ,71 ,"1,244 ","1,148,013 ",70 ,72 ,71 ,1775
2014,3,Stephens,Private,52,Finance and Insurance,2,14 ,14 ,139 ,"1,325 ","2,388,831 ",139 ,139 ,138 ,1775
2014,3,Lynn,Private,52,Finance and Insurance,2,15 ,14 ,61 ,760 ,"602,860 ",60 ,59 ,64 ,1775
2014,3,Comanche,Private,52,Finance and Insurance,2,16 ,14 ,120 ,843 ,"1,319,258 ",123 ,122 ,116 ,1775
2014,3,Morris,Private,52,Finance and Insurance,2,19 ,14 ,117 ,740 ,"1,128,937 ",119 ,118 ,115 ,1775
2014,3,Childress,Private,52,Finance and Insurance,2,15 ,15 ,68 ,789 ,"697,290 ",68 ,67 ,69 ,1775
2014,3,Frio,Private,52,Finance and Insurance,2,15 ,15 ,151 ,862 ,"1,691,690 ",151 ,151 ,151 ,1775
2014,3,Falls,Private,52,Finance and Insurance,2,17 ,15 ,75 ,864 ,"838,668 ",77 ,73 ,74 ,1775
2014,3,Burleson,Private,52,Finance and Insurance,2,18 ,15 ,121 ,801 ,"1,256,098 ",119 ,120 ,123 ,1775
2014,3,Red River,Private,52,Finance and Insurance,2,16 ,16 ,65 ,749 ,"633,060 ",65 ,65 ,65 ,1775
2014,3,Dawson,Private,52,Finance and Insurance,2,16 ,16 ,105 ,643 ,"878,369 ",104 ,107 ,104 ,1775
2014,3,Andrews,Private,52,Finance and Insurance,2,16 ,16 ,222 ,"1,034 ","2,988,367 ",224 ,223 ,220 ,1775
2014,3,Camp,Private,52,Finance and Insurance,2,17 ,16 ,97 ,794 ,"1,000,755 ",97 ,96 ,98 ,1775
2014,3,Tyler,Private,52,Finance and Insurance,2,19 ,16 ,119 ,760 ,"1,171,838 ",119 ,119 ,118 ,1775
2014,3,Grimes,Private,52,Finance and Insurance,2,17 ,17 ,153 ,815 ,"1,623,678 ",153 ,152 ,155 ,1775
2014,3,Lampasas,Private,52,Finance and Insurance,2,18 ,17 ,95 ,756 ,"933,867 ",96 ,95 ,94 ,1775
2014,3,Runnels,Private,52,Finance and Insurance,2,18 ,18 ,99 ,797 ,"1,026,191 ",100 ,101 ,96 ,1775
2014,3,Pecos,Private,52,Finance and Insurance,2,18 ,18 ,220 ,704 ,"2,012,456 ",222 ,222 ,216 ,1775
2014,3,Gaines,Private,52,Finance and Insurance,2,20 ,18 ,154 ,802 ,"1,605,713 ",154 ,155 ,153 ,1775
2014,3,Scurry,Private,52,Finance and Insurance,2,20 ,18 ,158 ,735 ,"1,507,126 ",155 ,161 ,157 ,1775
2014,3,Bosque,Private,52,Finance and Insurance,2,23 ,18 ,150 ,630 ,"1,225,057 ",149 ,149 ,151 ,1775
2014,3,Madison,Private,52,Finance and Insurance,2,19 ,19 ,129 ,719 ,"1,202,696 ",133 ,126 ,127 ,1775
2014,3,Dallam,Private,52,Finance and Insurance,2,19 ,19 ,142 ,860 ,"1,586,968 ",142 ,143 ,141 ,1775
2014,3,Bandera,Private,52,Finance and Insurance,2,20 ,19 ,100 ,798 ,"1,040,544 ",99 ,101 ,101 ,1775
2014,3,Montague,Private,52,Finance and Insurance,2,21 ,19 ,157 ,996 ,"2,028,767 ",160 ,163 ,147 ,1775
2014,3,Karnes,Private,52,Finance and Insurance,2,20 ,20 ,129 ,"1,133 ","1,905,019 ",132 ,129 ,127 ,1775
2014,3,Eastland,Private,52,Finance and Insurance,2,21 ,20 ,86 ,918 ,"1,022,707 ",88 ,87 ,82 ,1775
2014,3,Brewster,Private,52,Finance and Insurance,2,21 ,20 ,95 ,"1,054 ","1,296,731 ",95 ,94 ,95 ,1775
2014,3,Lee,Private,52,Finance and Insurance,2,22 ,20 ,216 ,821 ,"2,306,336 ",217 ,216 ,215 ,1775
2014,3,Lamb,Private,52,Finance and Insurance,2,26 ,20 ,176 ,702 ,"1,604,054 ",184 ,174 ,169 ,1775
2014,3,Terry,Private,52,Finance and Insurance,2,21 ,21 ,80 ,826 ,"862,540 ",82 ,80 ,79 ,1775
2014,3,Llano,Private,52,Finance and Insurance,2,32 ,21 ,192 ,796 ,"1,990,117 ",193 ,194 ,190 ,1775
2014,3,Gonzales,Private,52,Finance and Insurance,2,33 ,21 ,227 ,790 ,"2,331,047 ",228 ,224 ,229 ,1775
2014,3,Freestone,Private,52,Finance and Insurance,2,23 ,22 ,116 ,704 ,"1,061,487 ",115 ,116 ,117 ,1775
2014,3,Jones,Private,52,Finance and Insurance,2,24 ,22 ,112 ,"1,033 ","1,508,950 ",116 ,113 ,108 ,1775
2014,3,Jackson,Private,52,Finance and Insurance,2,25 ,22 ,119 ,834 ,"1,289,484 ",116 ,120 ,121 ,1775
2014,3,Leon,Private,52,Finance and Insurance,2,25 ,22 ,196 ,783 ,"1,990,414 ",200 ,197 ,190 ,1775
2014,3,Chambers,Private,52,Finance and Insurance,2,26 ,23 ,149 ,781 ,"1,509,226 ",148 ,149 ,149 ,1775
2014,3,Hutchinson,Private,52,Finance and Insurance,2,26 ,23 ,158 ,827 ,"1,698,499 ",159 ,158 ,157 ,1775
2014,3,Milam,Private,52,Finance and Insurance,2,29 ,23 ,211 ,781 ,"2,145,831 ",213 ,210 ,211 ,1775
2014,3,Panola,Private,52,Finance and Insurance,2,24 ,24 ,165 ,849 ,"1,824,797 ",164 ,166 ,166 ,1775
2014,3,Moore,Private,52,Finance and Insurance,2,26 ,24 ,117 ,655 ,"998,758 ",121 ,116 ,115 ,1775
2014,3,Wilbarger,Private,52,Finance and Insurance,2,26 ,25 ,149 ,821 ,"1,589,323 ",149 ,150 ,148 ,1775
2014,3,Lavaca,Private,52,Finance and Insurance,2,26 ,25 ,174 ,876 ,"1,982,520 ",173 ,174 ,175 ,1775
2014,3,Nolan,Private,52,Finance and Insurance,2,26 ,25 ,178 ,805 ,"1,863,288 ",180 ,177 ,177 ,1775
2014,3,Waller,Private,52,Finance and Insurance,2,26 ,25 ,200 ,794 ,"2,065,020 ",203 ,203 ,194 ,1775
2014,3,Limestone,Private,52,Finance and Insurance,2,29 ,25 ,243 ,639 ,"2,017,890 ",247 ,241 ,241 ,1775
2014,3,Deaf Smith,Private,52,Finance and Insurance,2,27 ,26 ,189 ,833 ,"2,050,988 ",195 ,190 ,183 ,1775
2014,3,Colorado,Private,52,Finance and Insurance,2,28 ,26 ,158 ,"1,015 ","2,080,670 ",159 ,159 ,155 ,1775
2014,3,Young,Private,52,Finance and Insurance,2,30 ,26 ,260 ,838 ,"2,832,216 ",260 ,265 ,255 ,1775
2014,3,Aransas,Private,52,Finance and Insurance,2,32 ,27 ,161 ,"1,144 ","2,389,276 ",160 ,161 ,161 ,1775
2014,3,Caldwell,Private,52,Finance and Insurance,2,29 ,28 ,258 ,778 ,"2,606,679 ",257 ,258 ,258 ,1775
2014,3,Palo Pinto,Private,52,Finance and Insurance,2,33 ,28 ,157 ,"1,116 ","2,276,834 ",154 ,161 ,156 ,1775
2014,3,Wilson,Private,52,Finance and Insurance,2,34 ,28 ,179 ,695 ,"1,620,564 ",177 ,177 ,184 ,1775
2014,3,Uvalde,Private,52,Finance and Insurance,2,34 ,28 ,231 ,643 ,"1,929,510 ",231 ,231 ,230 ,1775
2014,3,Fannin,Private,52,Finance and Insurance,2,37 ,30 ,276 ,804 ,"2,882,809 ",276 ,276 ,275 ,1775
2014,3,Starr,Private,52,Finance and Insurance,2,37 ,30 ,280 ,500 ,"1,821,883 ",287 ,281 ,273 ,1775
2014,3,Medina,Private,52,Finance and Insurance,2,38 ,30 ,321 ,798 ,"3,328,066 ",324 ,323 ,316 ,1775
2014,3,DeWitt,Private,52,Finance and Insurance,2,38 ,30 ,322 ,837 ,"3,500,238 ",322 ,319 ,324 ,1775
2014,3,Calhoun,Private,52,Finance and Insurance,2,35 ,31 ,439 ,951 ,"5,428,305 ",421 ,439 ,457 ,1775
2014,3,Upshur,Private,52,Finance and Insurance,2,38 ,32 ,236 ,774 ,"2,372,067 ",232 ,233 ,242 ,1775
2014,3,Bee,Private,52,Finance and Insurance,2,36 ,34 ,181 ,857 ,"2,019,247 ",182 ,181 ,181 ,1775
2014,3,Jasper,Private,52,Finance and Insurance,2,42 ,34 ,273 ,634 ,"2,248,934 ",275 ,277 ,266 ,1775
2014,3,Coryell,Private,52,Finance and Insurance,2,48 ,34 ,522 ,654 ,"4,431,913 ",520 ,525 ,520 ,1775
2014,3,Atascosa,Private,52,Finance and Insurance,2,39 ,36 ,215 ,933 ,"2,604,391 ",212 ,216 ,216 ,1775
2014,3,Shelby,Private,52,Finance and Insurance,2,42 ,36 ,312 ,753 ,"3,054,648 ",312 ,314 ,310 ,1775
2014,3,Polk,Private,52,Finance and Insurance,2,40 ,37 ,317 ,736 ,"3,030,863 ",311 ,317 ,322 ,1775
2014,3,Hill,Private,52,Finance and Insurance,2,42 ,37 ,207 ,698 ,"1,874,190 ",207 ,210 ,203 ,1775
2014,3,Howard,Private,52,Finance and Insurance,2,42 ,37 ,275 ,742 ,"2,655,288 ",283 ,273 ,270 ,1775
2014,3,Fayette,Private,52,Finance and Insurance,2,42 ,37 ,367 ,887 ,"4,225,834 ",365 ,367 ,368 ,1775
2014,3,Gray,Private,52,Finance and Insurance,2,40 ,38 ,183 ,800 ,"1,905,872 ",184 ,183 ,183 ,1775
2014,3,Gillespie,Private,52,Finance and Insurance,2,43 ,38 ,302 ,876 ,"3,437,206 ",306 ,302 ,298 ,1775
2014,3,Matagorda,Private,52,Finance and Insurance,2,45 ,39 ,203 ,795 ,"2,095,745 ",203 ,202 ,203 ,1775
2014,3,Cass,Private,52,Finance and Insurance,2,45 ,39 ,209 ,706 ,"1,915,015 ",208 ,211 ,207 ,1775
2014,3,Hopkins,Private,52,Finance and Insurance,2,45 ,39 ,419 ,815 ,"4,437,364 ",430 ,412 ,415 ,1775
2014,3,Titus,Private,52,Finance and Insurance,2,45 ,40 ,400 ,907 ,"4,713,773 ",404 ,400 ,395 ,1775
2014,3,Rusk,Private,52,Finance and Insurance,2,49 ,40 ,440 ,950 ,"5,439,358 ",441 ,443 ,437 ,1775
2014,3,Houston,Private,52,Finance and Insurance,2,43 ,41 ,268 ,"1,599 ","5,570,856 ",267 ,274 ,263 ,1775
2014,3,Cooke,Private,52,Finance and Insurance,2,44 ,41 ,422 ,841 ,"4,612,277 ",418 ,429 ,418 ,1775
2014,3,Hale,Private,52,Finance and Insurance,2,46 ,41 ,258 ,683 ,"2,288,611 ",260 ,260 ,253 ,1775
2014,3,Hardin,Private,52,Finance and Insurance,2,50 ,41 ,215 ,678 ,"1,892,878 ",211 ,216 ,217 ,1775
2014,3,Brown,Private,52,Finance and Insurance,2,45 ,42 ,417 ,812 ,"4,399,155 ",413 ,419 ,418 ,1775
2014,3,Liberty,Private,52,Finance and Insurance,2,55 ,43 ,332 ,800 ,"3,448,188 ",335 ,330 ,330 ,1775
2014,3,Kleberg,Private,52,Finance and Insurance,2,51 ,44 ,289 ,929 ,"3,486,617 ",289 ,288 ,289 ,1775
2014,3,Van Zandt,Private,52,Finance and Insurance,2,57 ,44 ,249 ,733 ,"2,376,096 ",251 ,250 ,247 ,1775
2014,3,Wood,Private,52,Finance and Insurance,2,62 ,44 ,347 ,842 ,"3,803,150 ",348 ,350 ,344 ,1775
2014,3,Hockley,Private,52,Finance and Insurance,2,46 ,45 ,237 ,803 ,"2,471,203 ",235 ,236 ,239 ,1775
2014,3,Cherokee,Private,52,Finance and Insurance,2,50 ,46 ,372 ,977 ,"4,726,572 ",374 ,372 ,371 ,1775
2014,3,Austin,Private,52,Finance and Insurance,2,50 ,47 ,333 ,970 ,"4,198,395 ",329 ,331 ,339 ,1775
2014,3,Erath,Private,52,Finance and Insurance,2,51 ,47 ,329 ,801 ,"3,424,876 ",325 ,332 ,330 ,1775
2014,3,Burnet,Private,52,Finance and Insurance,2,56 ,48 ,353 ,"1,016 ","4,667,960 ",347 ,355 ,358 ,1775
2014,3,San Patricio,Private,52,Finance and Insurance,2,69 ,48 ,348 ,722 ,"3,266,518 ",343 ,350 ,351 ,1775
2014,3,Jim Wells,Private,52,Finance and Insurance,2,57 ,49 ,409 ,901 ,"4,789,821 ",405 ,408 ,414 ,1775
2014,3,Maverick,Private,52,Finance and Insurance,2,58 ,49 ,376 ,558 ,"2,729,777 ",381 ,376 ,372 ,1775
2014,3,Bastrop,Private,52,Finance and Insurance,2,61 ,49 ,375 ,921 ,"4,486,407 ",373 ,378 ,373 ,1775
2014,3,Val Verde,Private,52,Finance and Insurance,2,59 ,51 ,512 ,655 ,"4,360,037 ",513 ,513 ,510 ,1775
2014,3,Washington,Private,52,Finance and Insurance,2,55 ,52 ,695 ,"1,011 ","9,139,526 ",695 ,695 ,696 ,1775
2014,3,Wise,Private,52,Finance and Insurance,2,64 ,53 ,392 ,"1,026 ","5,233,783 ",393 ,400 ,384 ,1775
2014,3,Navarro,Private,52,Finance and Insurance,2,66 ,58 ,437 ,734 ,"4,168,389 ",442 ,434 ,434 ,1775
2014,3,Kerr,Private,52,Finance and Insurance,2,75 ,60 ,478 ,961 ,"5,974,486 ",472 ,480 ,482 ,1775
2014,3,Walker,Private,52,Finance and Insurance,2,66 ,61 ,395 ,734 ,"3,767,629 ",397 ,396 ,391 ,1775
2014,3,Wharton,Private,52,Finance and Insurance,2,70 ,61 ,497 ,940 ,"6,071,691 ",497 ,500 ,494 ,1775
2014,3,Lamar,Private,52,Finance and Insurance,2,72 ,63 ,742 ,654 ,"6,309,533 ",745 ,740 ,742 ,1775
2014,3,Hunt,Private,52,Finance and Insurance,2,80 ,66 ,581 ,794 ,"5,996,179 ",581 ,582 ,580 ,1775
2014,3,Hood,Private,52,Finance and Insurance,2,88 ,67 ,585 ,"1,664 ","12,657,379 ",590 ,581 ,584 ,1775
2014,3,Henderson,Private,52,Finance and Insurance,2,90 ,68 ,454 ,766 ,"4,517,708 ",457 ,455 ,449 ,1775
2014,3,Anderson,Private,52,Finance and Insurance,2,77 ,70 ,377 ,"1,033 ","5,067,051 ",375 ,380 ,377 ,1775
2014,3,Kaufman,Private,52,Finance and Insurance,2,91 ,73 ,684 ,939 ,"8,357,759 ",698 ,684 ,671 ,1775
2014,3,Nacogdoches,Private,52,Finance and Insurance,2,91 ,76 ,579 ,"1,023 ","7,701,447 ",576 ,580 ,581 ,1775
2014,3,Orange,Private,52,Finance and Insurance,2,96 ,76 ,566 ,762 ,"5,608,541 ",553 ,565 ,580 ,1775
2014,3,Kendall,Private,52,Finance and Insurance,2,87 ,77 ,618 ,"1,059 ","8,501,345 ",624 ,616 ,613 ,1775
2014,3,Guadalupe,Private,52,Finance and Insurance,2,97 ,78 ,579 ,"1,010 ","7,601,031 ",585 ,579 ,572 ,1775
2014,3,Harrison,Private,52,Finance and Insurance,2,93 ,81 ,976 ,721 ,"9,150,360 ",973 ,968 ,987 ,1775
2014,3,Parker,Private,52,Finance and Insurance,2,122 ,95 ,643 ,990 ,"8,267,224 ",644 ,648 ,636 ,1775
2014,3,Angelina,Private,52,Finance and Insurance,2,126 ,95 ,851 ,884 ,"9,771,003 ",858 ,848 ,846 ,1775
2014,3,Rockwall,Private,52,Finance and Insurance,2,120 ,102 ,619 ,"1,177 ","9,477,827 ",616 ,616 ,626 ,1775
2014,3,Ellis,Private,52,Finance and Insurance,2,150 ,108 ,794 ,823 ,"8,496,402 ",794 ,794 ,793 ,1775
2014,3,Victoria,Private,52,Finance and Insurance,2,156 ,117 ,"1,091 ",832 ,"11,802,474 ","1,093 ","1,086 ","1,095 ",1775
2014,3,Johnson,Private,52,Finance and Insurance,2,158 ,118 ,842 ,957 ,"10,477,542 ",840 ,841 ,845 ,1775
2014,3,Grayson,Private,52,Finance and Insurance,2,169 ,122 ,"2,214 ",865 ,"24,912,600 ","2,213 ","2,223 ","2,207 ",1775
2014,3,Randall,Private,52,Finance and Insurance,2,159 ,126 ,753 ,908 ,"8,888,578 ",755 ,753 ,752 ,1775
2014,3,Bowie,Private,52,Finance and Insurance,2,196 ,137 ,"1,347 ",857 ,"14,995,518 ","1,340 ","1,350 ","1,350 ",1775
2014,3,Hays,Private,52,Finance and Insurance,2,179 ,141 ,"1,204 ",955 ,"14,938,021 ","1,188 ","1,202 ","1,221 ",1775
2014,3,Comal,Private,52,Finance and Insurance,2,180 ,147 ,882 ,932 ,"10,693,384 ",883 ,885 ,879 ,1775
2014,3,Ector,Private,52,Finance and Insurance,2,208 ,152 ,"1,284 ",849 ,"14,170,153 ","1,297 ","1,274 ","1,281 ",1775
2014,3,Tom Green,Private,52,Finance and Insurance,2,195 ,153 ,"1,798 ",962 ,"22,490,319 ","1,805 ","1,798 ","1,790 ",1775
2014,3,Wichita,Private,52,Finance and Insurance,2,207 ,154 ,"1,896 ",943 ,"23,245,932 ","1,895 ","1,915 ","1,879 ",1775
2014,3,Webb,Private,52,Finance and Insurance,2,237 ,162 ,"2,878 ",595 ,"22,261,535 ","2,881 ","2,894 ","2,860 ",1775
2014,3,Taylor,Private,52,Finance and Insurance,2,227 ,174 ,"2,527 ",899 ,"29,536,364 ","2,529 ","2,550 ","2,503 ",1775
2014,3,Brazos,Private,52,Finance and Insurance,2,242 ,182 ,"1,811 ","1,050 ","24,721,825 ","1,836 ","1,800 ","1,797 ",1775
2014,3,Bell,Private,52,Finance and Insurance,2,299 ,198 ,"4,513 ",700 ,"41,049,657 ","4,249 ","4,511 ","4,779 ",1775
2014,3,Brazoria,Private,52,Finance and Insurance,2,308 ,202 ,"1,969 ",963 ,"24,646,005 ","1,982 ","1,980 ","1,944 ",1775
2014,3,Galveston,Private,52,Finance and Insurance,2,328 ,208 ,"4,371 ","1,108 ","62,928,954 ","4,388 ","4,391 ","4,333 ",1775
2014,3,Gregg,Private,52,Finance and Insurance,2,277 ,210 ,"1,905 ",905 ,"22,412,834 ","1,910 ","1,898 ","1,908 ",1775
2014,3,Potter,Private,52,Finance and Insurance,2,249 ,215 ,"3,709 ",994 ,"47,928,990 ","3,728 ","3,713 ","3,685 ",1775
2014,3,Jefferson,Private,52,Finance and Insurance,2,329 ,231 ,"2,629 ","1,022 ","34,925,877 ","2,621 ","2,631 ","2,635 ",1775
2014,3,Cameron,Private,52,Finance and Insurance,2,392 ,246 ,"3,348 ",693 ,"30,148,435 ","3,355 ","3,339 ","3,350 ",1775
2014,3,McLennan,Private,52,Finance and Insurance,2,343 ,256 ,"4,592 ","1,114 ","66,501,164 ","4,612 ","4,581 ","4,583 ",1775
2014,3,Midland,Private,52,Finance and Insurance,2,320 ,265 ,"2,122 ","1,347 ","37,157,698 ","2,124 ","2,124 ","2,118 ",1775
2014,3,Williamson,Private,52,Finance and Insurance,2,592 ,338 ,"5,988 ","1,175 ","91,497,002 ","5,975 ","5,997 ","5,993 ",1775
2014,3,Nueces,Private,52,Finance and Insurance,2,533 ,351 ,"4,259 ","1,018 ","56,352,610 ","4,233 ","4,261 ","4,283 ",1775
2014,3,Smith,Private,52,Finance and Insurance,2,479 ,376 ,"3,252 ","1,059 ","44,780,065 ","3,239 ","3,263 ","3,255 ",1775
2014,3,Lubbock,Private,52,Finance and Insurance,2,510 ,382 ,"5,284 ","1,208 ","82,975,925 ","5,299 ","5,274 ","5,280 ",1775
2014,3,Hidalgo,Private,52,Finance and Insurance,2,705 ,419 ,"6,569 ",763 ,"65,160,430 ","6,568 ","6,574 ","6,565 ",1775
2014,3,Montgomery,Private,52,Finance and Insurance,2,622 ,428 ,"5,177 ","1,327 ","89,319,506 ","5,193 ","5,212 ","5,125 ",1775
2014,3,Fort Bend,Private,52,Finance and Insurance,2,678 ,489 ,"3,965 ","1,466 ","75,555,826 ","4,000 ","3,955 ","3,939 ",1775
2014,3,Denton,Private,52,Finance and Insurance,2,751 ,509 ,"8,672 ","1,280 ","144,247,146 ","8,592 ","8,696 ","8,727 ",1775
2014,3,El Paso,Private,52,Finance and Insurance,2,834 ,540 ,"6,648 ",859 ,"74,209,733 ","6,625 ","6,652 ","6,668 ",1775
2014,3,Collin,Private,52,Finance and Insurance,2,"1,512 ",983 ,"27,015 ","1,493 ","524,172,302 ","27,249 ","26,924 ","26,872 ",1775
2014,3,Bexar,Private,52,Finance and Insurance,2,"2,230 ","1,365 ","57,057 ","1,222 ","906,101,733 ","57,024 ","57,068 ","57,078 ",1775
2014,3,Travis,Private,52,Finance and Insurance,2,"2,056 ","1,437 ","27,799 ","1,695 ","612,432,160 ","27,821 ","27,838 ","27,739 ",1775
2014,3,Tarrant,Private,52,Finance and Insurance,2,"2,648 ","1,690 ","38,650 ","1,299 ","652,571,895 ","38,618 ","38,730 ","38,603 ",1775
2014,3,Dallas,Private,52,Finance and Insurance,2,"4,965 ","3,390 ","113,946 ","1,575 ","2,333,675,047 ","113,938 ","114,186 ","113,715 ",1775
2014,3,Harris,Private,52,Finance and Insurance,2,"6,128 ","3,971 ","73,474 ","1,696 ","1,619,733,452 ","73,563 ","73,686 ","73,174 ",1775
2014,4,Dickens,Private,52,Finance and Insurance,2,3 ,3 ,17 ,"1,016 ","220,183 ",17 ,16 ,17 ,1775
2014,4,Schleicher,Private,52,Finance and Insurance,2,3 ,3 ,22 ,779 ,"222,724 ",22 ,22 ,22 ,1775
2014,4,Concho,Private,52,Finance and Insurance,2,3 ,3 ,25 ,"1,163 ","373,037 ",25 ,24 ,25 ,1775
2014,4,Collingsworth,Private,52,Finance and Insurance,2,3 ,3 ,29 ,"1,409 ","525,019 ",28 ,29 ,29 ,1775
2014,4,Fisher,Private,52,Finance and Insurance,2,3 ,3 ,42 ,"1,446 ","783,364 ",41 ,41 ,43 ,1775
2014,4,Upton,Private,52,Finance and Insurance,2,4 ,4 ,14 ,495 ,"90,032 ",14 ,14 ,14 ,1775
2014,4,Delta,Private,52,Finance and Insurance,2,4 ,4 ,20 ,"1,092 ","288,530 ",20 ,20 ,21 ,1775
2014,4,Briscoe,Private,52,Finance and Insurance,2,4 ,4 ,24 ,"1,375 ","435,024 ",23 ,24 ,26 ,1775
